Path Value Items,Path Value qty,Path Value rate,Email,Customer Phone Number,Customer Name,Business Description,Title,Zip Code,Customer Address Line 1,Customer Address Line 2,Invoice Description,Invoice Due Date,Invoice Tax,Invoice Number,Invoice Issue Date,Business Street Address,Business Country
Awesome Steel Sausages ,115,35,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,nostrud ea et exercitation  eiusmod veniam velit veniam , 26-06-2023 ,10,PL78471652155541337034579773,12-05-2023,3741 Glory Road,"Tennessee, USA "
Sleek Plastic Cheese ,129,83,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,nostrud ea et exercitation  eiusmod veniam velit veniam , 26-06-2023 ,10,PL78471652155541337034579773,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Granite Tuna ,36,69,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud ea eiusmod  nulla aliqua commodo , 06-07-2023 ,10,VA79BS9703382218861658,12-05-2023,3741 Glory Road,"Tennessee, USA "
Ergonomic Concrete Chair ,104,52,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud ea eiusmod  nulla aliqua commodo , 06-07-2023 ,10,VA79BS9703382218861658,12-05-2023,3741 Glory Road,"Tennessee, USA "
Generic Plastic Bacon ,13,98,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud ea eiusmod  nulla aliqua commodo , 06-07-2023 ,10,VA79BS9703382218861658,12-05-2023,3741 Glory Road,"Tennessee, USA "
Licensed Granite Chicken ,88,38,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud ea eiusmod  nulla aliqua commodo , 06-07-2023 ,10,VA79BS9703382218861658,12-05-2023,3741 Glory Road,"Tennessee, USA "
Licensed Rubber Shoes ,89,75,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud ea eiusmod  nulla aliqua commodo , 06-07-2023 ,10,VA79BS9703382218861658,12-05-2023,3741 Glory Road,"Tennessee, USA "
Practical Fresh Salad ,62,28,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud ea eiusmod  nulla aliqua commodo , 06-07-2023 ,10,VA79BS9703382218861658,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Frozen Chair ,119,33,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud ea eiusmod  nulla aliqua commodo , 06-07-2023 ,10,VA79BS9703382218861658,12-05-2023,3741 Glory Road,"Tennessee, USA "
Awesome Plastic Bacon ,93,52,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud ea eiusmod  nulla aliqua commodo , 06-07-2023 ,10,VA79BS9703382218861658,12-05-2023,3741 Glory Road,"Tennessee, USA "
Incredible Metal Fish ,55,49,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud ea eiusmod  nulla aliqua commodo , 06-07-2023 ,10,VA79BS9703382218861658,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Rubber Gloves ,58,65,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,cillum pariatur ut quis quis amet est laborum esse ut laboris , 29-06-2023 ,10,HU09591267295510040401720839,12-05-2023,3741 Glory Road,"Tennessee, USA "
Refined Plastic Mouse ,56,79,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,cillum pariatur ut quis quis amet est laborum esse ut laboris , 29-06-2023 ,10,HU09591267295510040401720839,12-05-2023,3741 Glory Road,"Tennessee, USA "
Unbranded Rubber Hat ,42,42,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,cillum pariatur ut quis quis amet est laborum esse ut laboris , 29-06-2023 ,10,HU09591267295510040401720839,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Cotton Gloves ,22,19,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,cillum pariatur ut quis quis amet est laborum esse ut laboris , 29-06-2023 ,10,HU09591267295510040401720839,12-05-2023,3741 Glory Road,"Tennessee, USA "
Unbranded Cotton Chips ,80,76,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,cillum pariatur ut quis quis amet est laborum esse ut laboris , 29-06-2023 ,10,HU09591267295510040401720839,12-05-2023,3741 Glory Road,"Tennessee, USA "
Incredible Plastic Towels ,125,76,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,cillum pariatur ut quis quis amet est laborum esse ut laboris , 29-06-2023 ,10,HU09591267295510040401720839,12-05-2023,3741 Glory Road,"Tennessee, USA "
Refined Steel Chips ,80,40,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,culpa nulla adipisicing reprehenderit proident mollit , 20-06-2023 ,10,NL21QPRB2424672182,12-05-2023,3741 Glory Road,"Tennessee, USA "
Handcrafted Concrete Cheese ,36,87,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,culpa nulla adipisicing reprehenderit proident mollit , 20-06-2023 ,10,NL21QPRB2424672182,12-05-2023,3741 Glory Road,"Tennessee, USA "
Handmade Cotton Hat ,24,39,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,culpa nulla adipisicing reprehenderit proident mollit , 20-06-2023 ,10,NL21QPRB2424672182,12-05-2023,3741 Glory Road,"Tennessee, USA "
Rustic Steel Chips ,76,58,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,culpa nulla adipisicing reprehenderit proident mollit , 20-06-2023 ,10,NL21QPRB2424672182,12-05-2023,3741 Glory Road,"Tennessee, USA "
Intelligent Soft Tuna ,31,21,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,culpa nulla adipisicing reprehenderit proident mollit , 20-06-2023 ,10,NL21QPRB2424672182,12-05-2023,3741 Glory Road,"Tennessee, USA "
Practical Rubber Chips ,126,48,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,culpa nulla adipisicing reprehenderit proident mollit , 20-06-2023 ,10,NL21QPRB2424672182,12-05-2023,3741 Glory Road,"Tennessee, USA "
Incredible Rubber Chicken ,16,41,Cary.Zboncak@gmail.com,741-215-8162,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,8236 O'Hara Glens,Moutsamoudou,ea culpa  consequat , 25-06-2023 ,10,GB37WFFO25512305525612,12-05-2023,3741 Glory Road,"Tennessee, USA "
Rustic Metal Towels ,81,38,Cary.Zboncak@gmail.com,741-215-8162,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,8236 O'Hara Glens,Moutsamoudou,ea culpa  consequat , 25-06-2023 ,10,GB37WFFO25512305525612,12-05-2023,3741 Glory Road,"Tennessee, USA "
Unbranded Concrete Ball ,124,15,Cary.Zboncak@gmail.com,741-215-8162,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,8236 O'Hara Glens,Moutsamoudou,ea culpa  consequat , 25-06-2023 ,10,GB37WFFO25512305525612,12-05-2023,3741 Glory Road,"Tennessee, USA "
Incredible Rubber Sausages ,62,82,Cary.Zboncak@gmail.com,741-215-8162,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,8236 O'Hara Glens,Moutsamoudou,ea culpa  consequat , 25-06-2023 ,10,GB37WFFO25512305525612,12-05-2023,3741 Glory Road,"Tennessee, USA "
Gorgeous Cotton Pants ,31,66,Cary.Zboncak@gmail.com,741-215-8162,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,8236 O'Hara Glens,Moutsamoudou,ea culpa  consequat , 25-06-2023 ,10,GB37WFFO25512305525612,12-05-2023,3741 Glory Road,"Tennessee, USA "
Incredible Plastic Cheese ,72,18,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,exercitation tempor sint irure , 04-07-2023 ,10,QA23GSEDDLR17T5THL7KRIELFWJ9K,12-05-2023,3741 Glory Road,"Tennessee, USA "
Gorgeous Concrete Cheese ,112,69,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,exercitation tempor sint irure , 04-07-2023 ,10,QA23GSEDDLR17T5THL7KRIELFWJ9K,12-05-2023,3741 Glory Road,"Tennessee, USA "
Rustic Metal Shoes ,29,24,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,exercitation tempor sint irure , 04-07-2023 ,10,QA23GSEDDLR17T5THL7KRIELFWJ9K,12-05-2023,3741 Glory Road,"Tennessee, USA "
Sleek Rubber Cheese ,37,100,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,exercitation tempor sint irure , 04-07-2023 ,10,QA23GSEDDLR17T5THL7KRIELFWJ9K,12-05-2023,3741 Glory Road,"Tennessee, USA "
Refined Metal Pants ,33,31,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,exercitation tempor sint irure , 04-07-2023 ,10,QA23GSEDDLR17T5THL7KRIELFWJ9K,12-05-2023,3741 Glory Road,"Tennessee, USA "
Unbranded Concrete Salad ,83,36,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,exercitation tempor sint irure , 04-07-2023 ,10,QA23GSEDDLR17T5THL7KRIELFWJ9K,12-05-2023,3741 Glory Road,"Tennessee, USA "
Awesome Metal Mouse ,83,86,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,exercitation tempor sint irure , 04-07-2023 ,10,QA23GSEDDLR17T5THL7KRIELFWJ9K,12-05-2023,3741 Glory Road,"Tennessee, USA "
Ergonomic Rubber Table ,75,51,Cary.Zboncak@gmail.com,,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,,,elit deserunt aute enim ad , 09-07-2023 ,10,FO8840123458407519,12-05-2023,3741 Glory Road,"Tennessee, USA "
Refined Plastic Pizza ,5,64,Cary.Zboncak@gmail.com,,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,,,elit deserunt aute enim ad , 09-07-2023 ,10,FO8840123458407519,12-05-2023,3741 Glory Road,"Tennessee, USA "
Licensed Cotton Towels ,15,83,Cary.Zboncak@gmail.com,,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,,,elit deserunt aute enim ad , 09-07-2023 ,10,FO8840123458407519,12-05-2023,3741 Glory Road,"Tennessee, USA "
Ergonomic Steel Keyboard ,22,14,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,ipsum incididunt qui nostrud  nostrud minim adipisicing , 28-06-2023 ,10,MK495804UZ2P32RXD77,12-05-2023,3741 Glory Road,"Tennessee, USA "
Refined Steel Chicken ,35,54,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,ipsum incididunt qui nostrud  nostrud minim adipisicing , 28-06-2023 ,10,MK495804UZ2P32RXD77,12-05-2023,3741 Glory Road,"Tennessee, USA "
Handmade Concrete Table ,78,78,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,ipsum incididunt qui nostrud  nostrud minim adipisicing , 28-06-2023 ,10,MK495804UZ2P32RXD77,12-05-2023,3741 Glory Road,"Tennessee, USA "
Practical Concrete Tuna ,65,56,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,ipsum incididunt qui nostrud  nostrud minim adipisicing , 28-06-2023 ,10,MK495804UZ2P32RXD77,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Fresh Car ,122,61,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,ipsum incididunt qui nostrud  nostrud minim adipisicing , 28-06-2023 ,10,MK495804UZ2P32RXD77,12-05-2023,3741 Glory Road,"Tennessee, USA "
Tasty Wooden Salad ,18,92,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,ipsum incididunt qui nostrud  nostrud minim adipisicing , 28-06-2023 ,10,MK495804UZ2P32RXD77,12-05-2023,3741 Glory Road,"Tennessee, USA "
Awesome Granite Salad ,46,29,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,dolore minim sunt Lorem est , 28-06-2023 ,10,DJ196692345471QU7QUNRNTAQ89,12-05-2023,3741 Glory Road,"Tennessee, USA "
Handcrafted Frozen Computer ,35,23,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,dolore minim sunt Lorem est , 28-06-2023 ,10,DJ196692345471QU7QUNRNTAQ89,12-05-2023,3741 Glory Road,"Tennessee, USA "
Awesome Frozen Fish ,124,90,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,dolore minim sunt Lorem est , 28-06-2023 ,10,DJ196692345471QU7QUNRNTAQ89,12-05-2023,3741 Glory Road,"Tennessee, USA "
Awesome Concrete Shirt ,48,86,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,dolore minim sunt Lorem est , 28-06-2023 ,10,DJ196692345471QU7QUNRNTAQ89,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Fresh Mouse ,65,73,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud adipisicing enim incididunt ut irure in ex labore Lorem et sit velit ea laborum ad , 26-06-2023 ,10,AE731492TIOBCCUXSXS9RVG,12-05-2023,3741 Glory Road,"Tennessee, USA "
Awesome Granite Computer ,88,46,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud adipisicing enim incididunt ut irure in ex labore Lorem et sit velit ea laborum ad , 26-06-2023 ,10,AE731492TIOBCCUXSXS9RVG,12-05-2023,3741 Glory Road,"Tennessee, USA "
Handmade Soft Towels ,78,99,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud adipisicing enim incididunt ut irure in ex labore Lorem et sit velit ea laborum ad , 26-06-2023 ,10,AE731492TIOBCCUXSXS9RVG,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Granite Table ,75,15,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud adipisicing enim incididunt ut irure in ex labore Lorem et sit velit ea laborum ad , 26-06-2023 ,10,AE731492TIOBCCUXSXS9RVG,12-05-2023,3741 Glory Road,"Tennessee, USA "
Sleek Fresh Tuna ,32,57,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,nostrud adipisicing enim incididunt ut irure in ex labore Lorem et sit velit ea laborum ad , 26-06-2023 ,10,AE731492TIOBCCUXSXS9RVG,12-05-2023,3741 Glory Road,"Tennessee, USA "
